bin_id,var_x,var_y,cov_xy
235,369294466.9654676,186666513.98586804,-35791848.222050086
236,375610430.3914546,157252407.57871327,-56634851.74686383
237,338495495.1180397,197744711.24911386,-67664599.08800472
238,369026581.42759836,183873756.05609918,-51369414.976825476
239,330256922.5976231,159441868.8361358,-24103645.00985653
240,377852151.06975514,174702372.82782298,-75996066.17237869
241,324005796.14549315,171864263.94338945,-45498826.39894007
242,394331127.4308328,168699469.64298317,-67400627.42477033
243,338706465.5740519,187660264.61543795,-39890264.33611779
244,358971978.7034304,197361584.6991492,-47485095.43341598
245,378536375.65059704,136516660.24934447,-30268388.132209904
246,370239355.5520601,181633502.02539608,-61580751.965961605
247,399143103.75099206,174248683.26021075,-27056767.70460742
248,363443150.5234484,176644828.03159228,-59956529.398602575
249,360562768.4622114,162254992.06181538,-34033508.588404156
250,353608325.3833494,187494808.7320095,-30618677.480504714
251,388776504.56115913,140427614.12697732,-58584676.06942173
252,379389027.68549883,224209503.30039993,-54577195.69412506
253,406011883.097273,159582219.5745226,-47267654.90742528
254,359006170.2740074,167412496.7869389,-46266148.881182164
255,404170294.6674816,183113023.05401653,-64460580.47682621
256,380356899.15010005,169666307.8953825,-41939071.103063844
257,394768769.1645257,151809679.60273045,-41596926.4929187
258,348631759.3314142,180352534.88652876,-71131257.61377513
259,401530264.0978464,165169727.52057603,-44174014.66983799
260,346191872.777574,133342773.65774433,-48520075.647525005
261,427437355.12318504,179686674.2868834,-62185962.10003393
262,390988079.8875053,128274805.0229206,-35235025.03306772
263,388699040.6754802,163008494.10932294,-59879462.171701364
264,357449482.01315194,149493277.77223223,-34067826.461505294
265,356553626.0296718,158385597.1697703,-31331113.942999355
266,394505794.4843882,123611171.26114383,-45947202.15865374
267,396936574.1263537,205963212.62005657,-57939012.52656018
268,376532353.5339866,113369770.09733872,-53525416.02165251
269,396093215.2183605,170679716.0933026,-29119702.64772866
270,363910443.8798122,121740441.20956613,-53429024.73042209
271,408595239.7465379,126645099.25384621,-60076754.38028033
272,350413399.74497485,202329939.50461137,-35856946.06064498
273,393466414.7106722,112644736.46433313,-44038524.82244843
274,416920567.2867175,176982839.64665103,-31275149.172385704
275,380363537.85111815,136061175.3561687,-47842921.18623509
276,433067987.1174205,159151127.70347688,-36988249.172749184
277,420999624.1717846,106513327.81944034,-54569663.24323563
278,428158340.4078694,154043744.44485104,-28130195.158534586
279,348511884.01232344,138836091.56811562,-54121769.89912068
280,398772852.06527096,163849427.2942214,-47997102.11855229
281,419156023.98405266,127648798.79930139,-88649263.73969272
282,437458208.0431893,179021418.11423928,-17332015.960103605
283,389639096.9586897,160373548.39903188,-67429519.69090886
284,424013285.120163,176875509.73101202,-6190567.339160924
285,396326694.14927346,152587090.12721494,-56036580.68979689
286,414709731.94805336,182816035.76167777,-23310076.640601497
287,438238133.099659,172112658.8093137,-66698370.21137609
288,313546426.2203042,204098092.10709894,-4376814.201256814
289,400728135.6598427,135056004.9793539,-44076834.19372462
290,443608143.16657674,195508123.73002577,-26919661.027339473
291,403104953.0794853,163064410.47303274,-13596094.757792536
